signal_date,allow_new,candidate_count,selected_count,top_names
20200518,True,62,20,002256.SZ;600734.SH;002638.SZ;002584.SZ;002083.SZ;300466.SZ;000839.SZ;600080.SH;002176.SZ;000980.SZ;002366.SZ;603123.SH;600052.SH;002418.SZ;300410.SZ;000897.SZ;002086.SZ;002644.SZ;000911.SZ;300062.SZ
20200525,False,0,0,
20200601,True,1,1,600816.SH
20200608,True,12,12,600816.SH;600268.SH;300253.SZ;000652.SZ;600313.SH;000019.SZ;000672.SZ;000789.SZ;000786.SZ;002385.SZ;002041.SZ;600536.SH
20200615,True,14,14,603703.SH;300446.SZ;300139.SZ;600410.SH;002645.SZ;300327.SZ;002371.SZ;300440.SZ;600391.SH;300180.SZ;600688.SH;002049.SZ;600528.SH;600251.SH
20200622,True,3,3,603222.SH;002575.SZ;002397.SZ
20200629,True,12,12,600589.SH;300220.SZ;300131.SZ;000980.SZ;002397.SZ;600664.SH;002057.SZ;300446.SZ;002320.SZ;002321.SZ;300166.SZ;600392.SH
20200706,True,2,2,002638.SZ;002470.SZ
20200713,True,1,1,600226.SH
20200720,True,4,4,600226.SH;300220.SZ;002470.SZ;600126.SH
20200727,True,29,20,002723.SZ;002655.SZ;002400.SZ;300035.SZ;300203.SZ;002329.SZ;600126.SH;300259.SZ;603598.SH;600867.SH;002425.SZ;300220.SZ;600816.SH;002079.SZ;300308.SZ;002396.SZ;600592.SH;300058.SZ;002127.SZ;600478.SH
20200803,True,0,0,
20200810,True,25,20,002324.SZ;600203.SH;600538.SH;300227.SZ;000564.SZ;300010.SZ;002602.SZ;000936.SZ;600375.SH;002723.SZ;300261.SZ;300253.SZ;600185.SH;600559.SH;002709.SZ;300078.SZ;002387.SZ;600239.SH;603198.SH;600702.SH
20200817,True,3,3,600538.SH;300003.SZ;600354.SH
20200824,True,9,9,002691.SZ;300298.SZ;300141.SZ;002361.SZ;000564.SZ;002198.SZ;002131.SZ;600557.SH;000813.SZ
20200831,True,35,20,000011.SZ;000501.SZ;000058.SZ;600211.SH;000006.SZ;600746.SH;600859.SH;000030.SZ;600336.SH;000710.SZ;600807.SH;000014.SZ;000564.SZ;002160.SZ;600712.SH;000032.SZ;600682.SH;002405.SZ;000153.SZ;600338.SH
20200907,True,193,20,002634.SZ;000011.SZ;002163.SZ;600326.SH;600211.SH;002151.SZ;600543.SH;600546.SH;002456.SZ;000411.SZ;002625.SZ;000501.SZ;600298.SH;000603.SZ;000987.SZ;600338.SH;002286.SZ;600984.SH;600584.SH;000828.SZ
20200914,True,81,20,600211.SH;002685.SZ;002157.SZ;002369.SZ;000876.SZ;600416.SH;002371.SZ;300142.SZ;002286.SZ;000636.SZ;600812.SH;000710.SZ;603167.SH;002458.SZ;002007.SZ;002567.SZ;300146.SZ;002292.SZ;603609.SH;300219.SZ
20200921,True,16,16,002235.SZ;002009.SZ;002511.SZ;002585.SZ;002695.SZ;600305.SH;002607.SZ;002714.SZ;000534.SZ;002311.SZ;600073.SH;000822.SZ;002659.SZ;002557.SZ;000893.SZ;300315.SZ
20200928,True,477,20,002240.SZ;002375.SZ;300446.SZ;603399.SH;300189.SZ;600702.SH;002712.SZ;600468.SH;002366.SZ;300449.SZ;002321.SZ;600326.SH;600496.SH;002307.SZ;002559.SZ;300464.SZ;000959.SZ;002235.SZ;000818.SZ;002547.SZ
20201009,True,6,6,000688.SZ;000523.SZ;600157.SH;000428.SZ;002745.SZ;002059.SZ
20201012,True,1,1,000688.SZ
